,word,markdown,first,second
2123,aa,0,0,0
177,ab,4,body,character
3879,abandon,11,experience,style
3301,abandoned,11,experience,style
3256,abdomen,4,body,character
621,abilities,0,0,0
368,ability,0,0,0
628,able,0,0,0
3964,abnormal,8,artstyle,style
3036,absence,0,0,0
2284,absolute,0,0,0
1247,absolutely,0,0,0
3057,abstract,0,0,0
3228,abstraction,0,0,0
5904,absurd,8,artstyle,style
6604,absurdly,8,artstyle,style
4514,abundant,8,artstyle,style
4358,abysmal,8,artstyle,style
2553,ac,0,0,0
5060,acbd,0,0,0
1500,accent,0,0,0
2407,accents,0,0,0
3244,accentuates,0,0,0
1058,acceptable,0,0,0
1996,accepted,0,0,0
3891,accesses,0,0,0
2692,accessible,0,0,0
4396,accessories,5,outfit,character
5191,accessorized,5,outfit,character
5051,accessory,5,outfit,character
735,accomplished,11,experience,style
2526,accordance,0,0,0
1736,according,0,0,0
4744,accordingly,0,0,0
6055,accounts,0,0,0
4116,accuracy,12,fitdesc,style
365,accurate,12,fitdesc,style
98,accuratec,12,fitdesc,style
747,accurately,12,fitdesc,style
3023,accustomed,0,0,0
5747,achievable,0,0,0
4975,achieve,11,experience,style
4309,achievements,11,experience,style
4880,achieving,11,experience,style
4630,aci,0,0,0
6180,acquired,0,0,0
2513,across,0,0,0
3741,acruately,12,fitdesc,style
3606,act,0,0,0
1663,action,0,0,0
6554,actionable,0,0,0
5827,actionfilled,0,0,0
1879,actions,0,0,0
5983,activated,0,0,0
144,active,3,pose,character
3888,actively,3,pose,character
5523,activities,11,experience,style
3300,activity,11,experience,style
1444,actual,0,0,0
497,actually,0,0,0
2082,ad,0,0,0
6060,ada,0,0,0
4513,adapt,0,0,0
3116,adapted,0,0,0
1382,add,0,0,0
1516,added,0,0,0
1160,adding,0,0,0
1220,addition,0,0,0
1134,additional,0,0,0
2706,additionally,0,0,0
661,adds,0,0,0
5693,adequate,0,0,0
2180,adfh,0,0,0
5533,adjust,0,0,0
3538,adjusting,0,0,0
4512,admittedly,0,0,0
5328,adolescence,10,jobdesc,style
4687,adolescences,10,jobdesc,style
4211,adopt,0,0,0
5340,adoptive,11,experience,style
2716,adorable,9,personalities,style
2649,adorableness,9,personalities,style
5235,adore,9,personalities,style
5578,adorned,8,artstyle,style
1554,ads,0,0,0
2849,adult,10,jobdesc,style
2966,adults,10,jobdesc,style
4790,advanced,8,artstyle,style
5735,advancements,8,artstyle,style
5737,advances,8,artstyle,style
2494,advancing,8,artstyle,style
2833,advantage,9,personalities,style
2793,advantages,9,personalities,style
4950,adventerous,9,personalities,style
1082,adventure,11,experience,style
4850,adventurer,10,jobdesc,style
2297,adventures,11,experience,style
2967,adventuresome,11,experience,style
971,adventurous,11,experience,style
4299,advertising,0,0,0
4923,advice,0,0,0
6120,advisor,10,jobdesc,style
1618,ae,0,0,0
4535,aeon,8,artstyle,style
4791,aerodynamic,6,weapon,character
1326,aesthetic,8,artstyle,style
1590,aesthetically,8,artstyle,style
4081,aestheticc,8,artstyle,style
3319,aesthetics,8,artstyle,style
3700,affair,11,experience,style
5848,affect,0,0,0
3093,affected,0,0,0
5516,affinity,9,personalities,style
6229,affleck,0,0,0
3040,afford,0,0,0
4108,aforementioned,0,0,0
2384,afoul,11,experience,style
6461,afraid,9,personalities,style
4940,africa,10,jobdesc,style
6264,african,10,jobdesc,style
822,age,10,jobdesc,style
766,aged,9,personalities,style
6448,agent,10,jobdesc,style
2970,ages,10,jobdesc,style
5107,aggregate,0,0,0
1918,aggressive,9,personalities,style
442,agile,9,personalities,style
4169,agility,9,personalities,style
5033,ago,0,0,0
2199,agony,11,experience,style
3518,agree,0,0,0
6525,agreeable,9,personalities,style
2368,ahead,0,0,0
644,air,0,0,0
4716,aircraft,6,weapon,character
6549,airplane,6,weapon,character
2374,akin,0,0,0
3598,ala,0,0,0
5351,alarming,8,artstyle,style
4833,alchemysteampunk,8,artstyle,style
6020,alcohol,11,experience,style
4015,alert,11,experience,style
5161,alice,0,0,0
5218,alices,0,0,0
2473,alien,11,experience,style
4777,alienish,8,artstyle,style
2114,aliens,11,experience,style
775,align,0,0,0
6388,alignment,0,0,0
575,aligns,0,0,0
3960,alike,0,0,0
4561,alikes,0,0,0
2309,alive,8,artstyle,style
6523,allage,0,0,0
6378,allages,0,0,0
1166,allbusiness,10,jobdesc,style
5974,allergies,11,experience,style
420,allow,0,0,0
4688,allowed,0,0,0
4482,allowing,0,0,0
798,allows,0,0,0
1251,allure,9,personalities,style
3286,alluring,9,personalities,style
3284,alluringa,9,personalities,style
2713,ally,9,personalities,style
797,almost,0,0,0
465,alone,9,personalities,style
1118,along,0,0,0
2634,alongside,0,0,0
6313,aloof,9,personalities,style
3008,alot,0,0,0
812,already,0,0,0
639,alright,0,0,0
6038,alsp,0,0,0
4136,alteration,0,0,0
620,altered,0,0,0
1473,alternative,0,0,0
3758,alternatives,0,0,0
6392,althogh,0,0,0
43,although,0,0,0
4198,altogether,0,0,0
5609,alvarez,0,0,0
2157,amalgamation,0,0,0
1416,amazing,8,artstyle,style
3585,ambigious,8,artstyle,style
1729,ambiguous,8,artstyle,style
2253,ambivalent,11,experience,style
3983,ambush,11,experience,style
3466,ambushed,11,experience,style
3221,amenities,0,0,0
599,america,10,jobdesc,style
565,american,10,jobdesc,style
2936,amfifth,0,0,0
1981,among,0,0,0
5120,amongst,0,0,0
1552,amount,0,0,0
3919,amounts,0,0,0
6093,amour,11,experience,style
6590,amusing,8,artstyle,style
5781,analyzing,0,0,0
5892,anarchy,11,experience,style
6637,anchor,6,weapon,character
2285,ancient,8,artstyle,style
6105,ancientclassical,8,artstyle,style
6108,ancienthistorical,8,artstyle,style
2669,ancientness,8,artstyle,style
3165,andor,0,0,0
1817,anew,0,0,0
2790,angel,10,jobdesc,style
5415,anger,9,personalities,style
705,angle,0,0,0
725,angled,0,0,0
5571,anglepose,3,pose,character
1470,angles,0,0,0
2701,angry,9,personalities,style
4908,angular,0,0,0
1943,animal,6,weapon,character
6137,animalistic,8,artstyle,style
2477,animals,6,weapon,character
2614,animated,8,artstyle,style
2852,animation,8,artstyle,style
4138,animations,8,artstyle,style
2110,anime,8,artstyle,style
6589,animish,8,artstyle,style
29,anixious,9,personalities,style
1055,ankle,4,body,character
2954,anna,0,0,0
6630,anne,0,0,0
6631,annes,0,0,0
6205,annie,0,0,0
4640,annoying,9,personalities,style
607,annoys,9,personalities,style
686,another,0,0,0
3258,answer,0,0,0
4820,answered,0,0,0
4579,answers,0,0,0
6150,anthony,0,0,0
6396,anthropomorphic,8,artstyle,style
4216,antibiotics,11,experience,style
4714,anticipate,0,0,0
2238,anticipation,0,0,0
6462,antihero,11,experience,style
2800,antler,4,body,character
2725,antlers,4,body,character
4275,ants,0,0,0
164,anxiety,9,personalities,style
90,anxious,9,personalities,style
4057,anybody,0,0,0
4212,anyhting,0,0,0
5434,anymore,0,0,0
1007,anyone,0,0,0
1006,anything,0,0,0
691,anyway,0,0,0
1934,anyways,0,0,0
2270,anywhere,0,0,0
4026,aoption,0,0,0
1234,apart,0,0,0
6665,apathetic,9,personalities,style
4497,apocalypic,12,fitdesc,style
58,apocalypse,12,fitdesc,style
3528,apocalypses,12,fitdesc,style
1119,apocalyptic,12,fitdesc,style
3567,apocalyptical,12,fitdesc,style
3906,apoclypse,12,fitdesc,style
5151,apocolypse,12,fitdesc,style
5626,apocolyptic,12,fitdesc,style
3597,apocolytic,12,fitdesc,style
3099,apocopate,10,jobdesc,style
5830,apoctalyptic,12,fitdesc,style
4516,app,0,0,0
4519,apparel,5,outfit,character
2556,apparent,0,0,0
554,appeal,0,0,0
2588,appealed,0,0,0
189,appealing,8,artstyle,style
1567,appealingb,8,artstyle,style
3281,appealingc,8,artstyle,style
2677,appealingd,8,artstyle,style
2691,appealingly,8,artstyle,style
1738,appeals,0,0,0
399,appear,0,0,0
480,appearance,0,0,0
2597,appearancei,0,0,0
6238,appearances,0,0,0
1101,appeared,0,0,0
615,appearing,0,0,0
594,appears,0,0,0
2113,appendages,6,weapon,character
4011,apple,0,0,0
3663,applecart,6,weapon,character
4642,application,0,0,0
1978,applied,0,0,0
2896,appreciate,0,0,0
4663,appreciated,0,0,0
4047,apprehensive,9,personalities,style
1019,approach,0,0,0
825,approachable,9,personalities,style
6655,approaches,0,0,0
3488,approaching,0,0,0
1697,appropriate,0,0,0
1874,appropriately,0,0,0
6011,approval,11,experience,style
1175,apps,0,0,0
6566,apt,0,0,0
3224,arbitrary,0,0,0
2396,archeological,10,jobdesc,style
297,archery,6,weapon,character
4183,archetype,0,0,0
342,archtype,0,0,0
5113,ard,0,0,0
1445,area,0,0,0
1443,areabackground,11,experience,style
2235,areas,0,0,0
215,arent,0,0,0
3292,argue,11,experience,style
5724,argument,11,experience,style
5450,argumentative,11,experience,style
4016,arises,0,0,0
1903,arm,4,body,character
5646,armageddon,11,experience,style
5466,armand,0,0,0
584,armed,6,weapon,character
2405,armor,5,outfit,character
5621,armored,5,outfit,character
5124,armors,5,outfit,character
6603,armory,5,outfit,character
6087,armour,5,outfit,character
722,arms,4,body,character
1211,army,10,jobdesc,style
748,around,0,0,0
6018,arousing,9,personalities,style
6317,arragont,9,personalities,style
4533,array,0,0,0
4046,arrive,0,0,0
5662,arrogance,9,personalities,style
5704,arrogant,9,personalities,style
276,arrow,6,weapon,character
305,arrows,6,weapon,character
1201,arsenal,6,weapon,character
220,art,0,0,0
3004,articulated,9,personalities,style
6098,artifacts,6,weapon,character
1482,artificial,0,0,0
5941,artist,10,jobdesc,style
1589,artistic,8,artstyle,style
2420,artistically,8,artstyle,style
2985,artists,10,jobdesc,style
5312,arts,8,artstyle,style
1582,artstyle,8,artstyle,style
1461,artsy,8,artstyle,style
2516,artwork,8,artstyle,style
311,ascetic,9,personalities,style
5334,ashamed,9,personalities,style
2577,asian,10,jobdesc,style
3892,aside,0,0,0
1071,asis,0,0,0
4091,ask,0,0,0
1774,aspect,0,0,0
3327,aspects,0,0,0
4976,aspire,9,personalities,style
562,ass,4,body,character
378,assasins,10,jobdesc,style
375,assassin,10,jobdesc,style
625,assassinate,10,jobdesc,style
403,assassination,10,jobdesc,style
489,assassins,10,jobdesc,style
3911,assault,11,experience,style
1869,assert,0,0,0
3956,assertive,9,personalities,style
623,assess,0,0,0
5447,asshole,9,personalities,style
4205,assistance,0,0,0
6028,assistant,10,jobdesc,style
6158,assistants,10,jobdesc,style
178,associate,0,0,0
5183,associated,0,0,0
4668,associates,0,0,0
2283,association,0,0,0
1810,assortment,0,0,0
970,assume,0,0,0
6574,assumed,0,0,0
4463,assuming,0,0,0
5145,athlete,9,personalities,style
373,athletic,9,personalities,style
2205,atmosphere,8,artstyle,style
803,attach,0,0,0
4763,attached,0,0,0
2026,attachmentsc,0,0,0
2127,attack,11,experience,style
3332,attacked,11,experience,style
3781,attackers,11,experience,style
3331,attacking,11,experience,style
1786,attacks,11,experience,style
3133,attempts,0,0,0
6128,attendee,0,0,0
51,attention,0,0,0
6045,attentiona,0,0,0
5806,attentiongrabbing,0,0,0
728,attire,5,outfit,character
469,attitude,9,personalities,style
4433,attitudes,9,personalities,style
6044,attorney,10,jobdesc,style
6058,attorneys,10,jobdesc,style
933,attract,0,0,0
1337,attracted,0,0,0
6500,attracteda,0,0,0
1128,attraction,0,0,0
27,attractive,8,artstyle,style
5946,attractivec,8,artstyle,style
6215,attractivee,8,artstyle,style
1040,attractiveg,8,artstyle,style
1142,attractiveness,8,artstyle,style
2190,attracts,0,0,0
5564,attribute,0,0,0
680,attributes,0,0,0
6308,atype,0,0,0
2670,atzec,0,0,0
1820,audience,0,0,0
6586,audiences,0,0,0
3817,augment,0,0,0
3643,aura,9,personalities,style
884,authentic,9,personalities,style
5559,authenticity,9,personalities,style
5400,authoritarian,10,jobdesc,style
1875,authoritative,10,jobdesc,style
5388,authoritativeb,10,jobdesc,style
992,authority,10,jobdesc,style
5969,auto,0,0,0
1380,available,0,0,0
1370,avatar,0,0,0
4712,avengers,8,artstyle,style
3861,average,8,artstyle,style
5207,aversion,9,personalities,style
5927,avitar,0,0,0
486,avoid,0,0,0
1468,away,0,0,0
4993,awe,9,personalities,style
426,awesome,8,artstyle,style
3763,awesomec,8,artstyle,style
4690,awesomeperfect,8,artstyle,style
2047,awful,8,artstyle,style
2715,awfully,8,artstyle,style
4590,awhile,0,0,0
76,awkward,9,personalities,style
2838,ax,6,weapon,character
2769,axe,6,weapon,character
2889,axes,6,weapon,character
2935,axesthird,6,weapon,character
6140,aztecs,8,artstyle,style
6182,ba,0,0,0
1158,babe,9,personalities,style
2850,baby,9,personalities,style
6244,bacckground,11,experience,style
360,back,0,0,0
408,backc,0,0,0
3658,backd,0,0,0
5795,backdrop,11,experience,style
108,background,11,experience,style
5668,backgroundb,11,experience,style
1481,backgrounds,11,experience,style
4637,backpack,5,outfit,character
6440,backside,0,0,0
1411,backsides,0,0,0
2774,backstories,11,experience,style
814,backstory,11,experience,style
4350,backyard,0,0,0
60,bad,8,artstyle,style
3971,bada,0,0,0
483,badass,9,personalities,style
5629,badassery,9,personalities,style
4044,badasses,9,personalities,style
5811,badassness,9,personalities,style
4600,badder,0,0,0
5382,badi,0,0,0
5148,bag,5,outfit,character
887,baggy,5,outfit,character
6327,bags,5,outfit,character
1225,bait,0,0,0
6155,baked,0,0,0
2679,balance,0,0,0
1513,balanced,0,0,0
5352,bald,2,hairstyle,character
1561,ball,0,0,0
3761,band,0,0,0
4021,bandage,5,outfit,character
3622,bandages,5,outfit,character
5817,banded,0,0,0
4875,bandit,10,jobdesc,style
2153,bane,8,artstyle,style
5493,bangers,10,jobdesc,style
1862,bar,11,experience,style
1065,barbarian,10,jobdesc,style
1090,barbie,9,personalities,style
3902,bare,0,0,0
1533,barely,0,0,0
4776,baron,10,jobdesc,style
6444,barrel,0,0,0
6498,barrell,0,0,0
2255,barren,11,experience,style
3525,barricaded,11,experience,style
3878,barrier,11,experience,style
3581,barriers,11,experience,style
5481,barring,11,experience,style
6050,bars,11,experience,style
5928,bas,0,0,0
1710,base,0,0,0
4464,baseball,6,weapon,character
4366,basebuilding,11,experience,style
91,based,0,0,0
2822,bases,0,0,0
4470,bashing,3,pose,character
1037,basic,0,0,0
3823,basically,0,0,0
5386,basicd,0,0,0
857,basing,0,0,0
807,basis,0,0,0
4425,bat,6,weapon,character
693,bathrobe,5,outfit,character
4427,batman,9,personalities,style
4206,batmen,9,personalities,style
5444,baton,6,weapon,character
5939,battering,3,pose,character
5726,battery,0,0,0
1103,battle,11,experience,style
4783,battlefield,11,experience,style
2821,battles,11,experience,style
4187,battleworn,11,experience,style
3678,battling,11,experience,style
3737,bay,0,0,0
1621,bd,0,0,0
4803,beach,8,artstyle,style
3071,beam,8,artstyle,style
6209,beanie,5,outfit,character
2856,bear,,0,0
3030,beard,1,face,character
470,bearing,0,0,0
2503,beast,,0,0
302,beat,3,pose,character
4142,beaten,3,pose,character
4592,beating,3,pose,character
4706,beats,3,pose,character
6670,beaty,0,0,0
33,beautiful,8,artstyle,style
4367,beautifully,8,artstyle,style
6031,beauty,8,artstyle,style
1025,beave,0,0,0
1223,became,0,0,0
6687,beckoning,3,pose,character
1659,become,0,0,0
4633,becomes,0,0,0
1950,becoming,0,0,0
3420,becuase,0,0,0
457,becuse,0,0,0
5188,bee,6,weapon,character
4274,bees,6,weapon,character
2404,beetle,6,weapon,character
5197,beetles,6,weapon,character
2024,beforee,0,0,0
2023,beforeg,0,0,0
4336,begin,0,0,0
3673,beginning,0,0,0
4893,beginnings,0,0,0
5705,behavior,3,pose,character
6610,behemoth,8,artstyle,style
499,behind,0,0,0
5813,behinds,0,0,0
4972,behold,11,experience,style
2168,beings,0,0,0
3437,belief,11,experience,style
2977,beliefs,11,experience,style
835,believable,9,personalities,style
924,believe,0,0,0
1707,believed,0,0,0
5929,bell,5,outfit,character
1147,belly,4,body,character
1162,belong,0,0,0
2184,belonged,0,0,0
233,belongs,0,0,0
3111,belt,5,outfit,character
6514,belts,5,outfit,character
6228,ben,0,0,0
5034,benign,9,personalities,style
5476,bent,3,pose,character
535,berth,0,0,0
2625,beside,0,0,0
1270,besides,0,0,0
5595,besthe,0,0,0
2976,bestlooking,8,artstyle,style
3232,bests,8,artstyle,style
1649,bet,0,0,0
3415,betat,0,0,0
59,better,8,artstyle,style
6469,betterstrongermore,8,artstyle,style
630,bewitch,10,jobdesc,style
478,bewitching,10,jobdesc,style
505,bewithcing,10,jobdesc,style
1366,beyond,0,0,0
2721,bfc,0,0,0
2273,bgdf,0,0,0
2446,bge,0,0,0
2719,bgh,0,0,0
1640,biblical,8,artstyle,style
4970,bidding,0,0,0
1262,big,0,0,0
423,bigger,0,0,0
502,biggest,0,0,0
4741,bigness,0,0,0
6224,bigtime,11,experience,style
6389,biker,10,jobdesc,style
6428,bikes,6,weapon,character
6401,biking,3,pose,character
5647,bikini,5,outfit,character
3117,bill,11,experience,style
255,bilogical,10,jobdesc,style
202,bio,10,jobdesc,style
107,biological,10,jobdesc,style
152,biology,10,jobdesc,style
2223,biome,0,0,0
5778,bionic,8,artstyle,style
6300,bios,0,0,0
4166,bioshock,11,experience,style
2753,bipedal,0,0,0
3045,bird,6,weapon,character
2641,birdhalf,4,body,character
6573,birdlike,4,body,character
5931,birds,6,weapon,character
204,bit,0,0,0
2061,bite,0,0,0
4411,bites,0,0,0
2058,biting,0,0,0
4060,bitten,0,0,0
3756,bitterly,9,personalities,style
1321,bizarre,8,artstyle,style
461,black,7,color,character
3135,blacked,7,color,character
4214,blackgreybrown,7,color,character
4541,blacks,7,color,character
641,blade,6,weapon,character
432,blades,6,weapon,character
587,bland,8,artstyle,style
3038,blank,8,artstyle,style
4440,blast,11,experience,style
4298,blatant,9,personalities,style
6302,blazer,5,outfit,character
1357,bleach,7,color,character
3570,bleak,8,artstyle,style
3366,bleakness,8,artstyle,style
3060,blend,8,artstyle,style
6686,blended,8,artstyle,style
4632,blends,8,artstyle,style
6116,bling,8,artstyle,style
5420,blinged,8,artstyle,style
4758,block,0,0,0
3048,blocklike,4,body,character
1563,blocks,0,0,0
2997,blocky,4,body,character
1078,blonde,2,hairstyle,character
1937,blood,4,body,character
556,blooded,8,artstyle,style
2093,bloody,8,artstyle,style
5888,blowing,0,0,0
777,blue,7,color,character
4626,blurred,8,artstyle,style
1542,blurry,8,artstyle,style
2859,blush,1,face,character
4332,board,0,0,0
1231,boarding,0,0,0
6635,boat,6,weapon,character
2841,bodies,4,body,character
1313,bodily,4,body,character
258,body,4,body,character
6657,bodys,4,body,character
1344,bold,9,personalities,style
11,bolder,9,personalities,style
4220,boldest,9,personalities,style
5794,bonded,0,0,0
2081,bonus,0,0,0
1390,boobs,4,body,character
2052,book,6,weapon,character
5055,booklike,6,weapon,character
4001,booky,6,weapon,character
434,boots,5,outfit,character
1512,border,11,experience,style
1296,bordering,11,experience,style
3815,borderlands,11,experience,style
4343,borderline,11,experience,style
4625,borders,11,experience,style
2810,bored,9,personalities,style
5073,boredape,8,artstyle,style
1035,boring,8,artstyle,style
4079,born,0,0,0
362,boss,10,jobdesc,style
5391,bossc,10,jobdesc,style
5327,bossed,10,jobdesc,style
2483,bosses,10,jobdesc,style
6284,bossy,9,personalities,style
6227,boston,0,0,0
3936,bother,0,0,0
5996,bothering,0,0,0
5320,bothers,0,0,0
6216,bottle,6,weapon,character
1384,bottom,0,0,0
4695,bottommost,0,0,0
5930,bottoms,0,0,0
1828,bouncer,10,jobdesc,style
1851,bouncerish,10,jobdesc,style
1917,bouncers,10,jobdesc,style
1852,bouncing,3,pose,character
46,bow,6,weapon,character
2018,bowing,6,weapon,character
69,bows,6,weapon,character
4547,box,0,0,0
5543,boxer,10,jobdesc,style
4610,boxes,0,0,0
3061,boxier,10,jobdesc,style
5537,boxing,10,jobdesc,style
2972,boxy,0,0,0
1970,boy,0,0,0
5190,boys,0,0,0
3283,bra,4,body,character
1056,bracelet,5,outfit,character
6127,bracers,5,outfit,character
5607,braids,2,hairstyle,character
3096,brand,0,0,0
3269,brapanties,5,outfit,character
4056,brave,9,personalities,style
5600,brawl,11,experience,style
2535,brawler,11,experience,style
2827,brawlers,11,experience,style
5544,brawls,11,experience,style
4715,brawn,9,personalities,style
3359,breached,0,0,0
5273,breadth,0,0,0
882,break,0,0,0
1275,breaker,0,0,0
858,breaking,11,experience,style
5114,breakout,11,experience,style
3389,breakthrough,11,experience,style
5998,breast,4,body,character
1224,breasts,4,body,character
4491,breath,0,0,0
1184,breathe,0,0,0
5666,brendan,0,0,0
5703,brendans,0,0,0
2215,brewing,11,experience,style
1553,brick,6,weapon,character
1569,bricks,6,weapon,character
904,bright,8,artstyle,style
1558,brightens,8,artstyle,style
1455,brighter,8,artstyle,style
4622,brightest,8,artstyle,style
3604,brightly,8,artstyle,style
1530,brightness,8,artstyle,style
3002,bring,0,0,0
1449,brings,0,0,0
3546,brink,0,0,0
1713,broad,0,0,0
4752,broader,0,0,0
5455,brock,0,0,0
3492,broken,8,artstyle,style
533,broker,10,jobdesc,style
4673,brooding,9,personalities,style
6459,brothel,11,experience,style
5581,brother,10,jobdesc,style
4654,brought,0,0,0
1331,brown,7,color,character
269,browngray,7,color,character
4646,browns,7,color,character
1077,brunette,2,hairstyle,character
1356,brunettes,2,hairstyle,character
4155,brutal,9,personalities,style
2767,brute,9,personalities,style
455,bs,0,0,0
6472,bu,0,0,0
6185,bubble,8,artstyle,style
6535,bubbly,8,artstyle,style
5519,bucket,6,weapon,character
4919,bucks,0,0,0
5500,budding,0,0,0
5576,buff,0,0,0
4218,buffy,0,0,0
1814,bug,0,0,0
4302,bugs,0,0,0
3426,build,0,0,0
4262,builder,0,0,0
1456,building,0,0,0
4738,buildingd,0,0,0
1484,buildings,0,0,0
2225,built,0,0,0
1289,bulky,4,body,character
1415,bullets,6,weapon,character
5948,bumper,6,weapon,character
2046,bunch,0,0,0
4388,burly,4,body,character
754,burn,0,0,0
841,burned,0,0,0
3627,burning,0,0,0
3406,burnt,0,0,0
3520,bus,0,0,0
3886,buses,0,0,0
2754,bush,8,artstyle,style
2860,bushy,8,artstyle,style
173,business,10,jobdesc,style
5654,bust,4,body,character
5682,busting,11,experience,style
1228,busy,11,experience,style
3680,busyness,11,experience,style
1361,butt,4,body,character
5847,buttocks,4,body,character
4617,button,5,outfit,character
4686,buttons,5,outfit,character
1391,butts,4,body,character
3150,buy,0,0,0
6113,bynch,0,0,0
3909,ca,0,0,0
1130,cake,0,0,0
341,calculating,0,0,0
3448,call,0,0,0
2281,called,0,0,0
6059,callher,0,0,0
2507,calligraphy,8,artstyle,style
2216,calls,0,0,0
833,calm,9,personalities,style
4229,calmfearless,9,personalities,style
4656,calming,8,artstyle,style
1222,came,0,0,0
5900,camera,0,0,0
5356,cammo,5,outfit,character
942,camo,0,0,0
5345,camouflage,5,outfit,character
3664,camp,11,experience,style
2383,camping,11,experience,style
5645,campy,11,experience,style
5260,cane,5,outfit,character
5608,canelo,0,0,0
1538,cannon,6,weapon,character
6619,cannons,6,weapon,character
927,cannot,0,0,0
6642,canon,6,weapon,character
4273,cans,0,0,0
137,cant,0,0,0
5336,cap,5,outfit,character
2469,capabilities,9,personalities,style
474,capable,9,personalities,style
3091,cape,5,outfit,character
6183,capone,0,0,0
4897,captain,10,jobdesc,style
2027,captaina,10,jobdesc,style
3005,captivate,8,artstyle,style
2213,captivates,8,artstyle,style
3640,capture,0,0,0
334,captured,0,0,0
188,captures,0,0,0
3697,capturing,0,0,0
3522,car,6,weapon,character
4629,card,0,0,0
2795,cards,0,0,0
172,care,0,0,0
5344,cared,0,0,0
2156,career,10,jobdesc,style
6064,careful,9,personalities,style
6299,carefully,9,personalities,style
3969,careless,9,personalities,style
2947,cares,0,0,0
4408,caretaker,10,jobdesc,style
4910,caribbean,8,artstyle,style
1094,caricature,8,artstyle,style
4902,caricatures,8,artstyle,style
821,caring,9,personalities,style
3381,carnage,11,experience,style
4717,carrier,6,weapon,character
2820,carries,6,weapon,character
1110,carry,3,pose,character
415,carrying,3,pose,character
3302,cars,6,weapon,character
2657,cartoon,8,artstyle,style
3225,cartooney,8,artstyle,style
1400,cartoonish,8,artstyle,style
2185,cartoonishwhich,8,artstyle,style
3985,cartoonist,8,artstyle,style
2875,cartoonlike,8,artstyle,style
4888,cartoonlooking,8,artstyle,style
3141,cartoons,8,artstyle,style
2906,cartoony,8,artstyle,style
5117,cartoonyi,8,artstyle,style
2955,cartoonyyetrealistic,8,artstyle,style
166,case,0,0,0
5757,cases,0,0,0
3705,cash,11,experience,style
1508,cast,0,0,0
1434,castle,11,experience,style
694,casual,9,personalities,style
6286,casually,9,personalities,style
3501,casualties,11,experience,style
2606,cat,6,weapon,character
5835,cataclysm,11,experience,style
50,catch,0,0,0
3278,catches,0,0,0
1024,catching,0,0,0
1744,catchy,8,artstyle,style
1667,catchya,8,artstyle,style
2924,categories,0,0,0
3146,category,0,0,0
2567,catlike,8,artstyle,style
2619,cats,6,weapon,character
5664,caucasian,10,jobdesc,style
1152,caught,0,0,0
4603,causal,0,0,0
1631,cause,0,0,0
1860,causing,0,0,0
5408,cautious,9,personalities,style
2244,cave,11,experience,style
5436,caveat,0,0,0
2324,cavernous,1,face,character
2394,caverns,8,artstyle,style
2363,caves,11,experience,style
6563,cbag,0,0,0
5700,cbead,0,0,0
3392,cc,0,0,0
5936,cd,0,0,0
3211,cel,0,0,0
4003,celebrity,10,jobdesc,style
3101,cell,0,0,0
3107,celshaded,8,artstyle,style
3577,cement,8,artstyle,style
2471,censors,0,0,0
1480,center,0,0,0
4953,centers,0,0,0
3701,central,0,0,0
2343,centric,0,0,0
5371,century,0,0,0
1137,certain,0,0,0
117,certainly,0,0,0
2740,cf,0,0,0
5031,cgi,0,0,0
2777,chaacter,0,0,0
1840,chain,5,outfit,character
3856,chainlink,5,outfit,character
5375,chains,5,outfit,character
4423,chainsaw,6,weapon,character
5863,chainsaws,6,weapon,character
5044,chair,6,weapon,character
4384,chalk,6,weapon,character
1595,challenge,11,experience,style
2455,challenger,11,experience,style
1510,challenges,11,experience,style
1471,challenging,11,experience,style
5547,champ,11,experience,style
679,champion,11,experience,style
5555,champions,11,experience,style
5572,championship,11,experience,style
1431,chance,11,experience,style
1993,change,11,experience,style
2877,changed,11,experience,style
6298,changes,11,experience,style
5135,changing,11,experience,style
1654,chaos,8,artstyle,style
1661,chaotic,8,artstyle,style
5616,char,7,color,character
5010,characaters,0,0,0
2565,charachter,0,0,0
4896,charachters,0,0,0
4399,charachtes,0,0,0
0,character,0,,
5384,charactera,0,0,0
5451,characterc,0,0,0
5307,characterf,0,0,0
464,characteristic,9,personalities,style
648,characteristics,9,personalities,style
5707,characteroption,0,0,0
95,characters,0,0,0
6406,charactersc,0,0,0
2454,charchters,0,0,0
501,charcter,0,0,0
4378,charcters,0,0,0
4193,charectr,0,0,0
6126,charge,0,0,0
5018,charisma,9,personalities,style
370,charismatic,9,personalities,style
530,charm,9,personalities,style
369,charming,9,personalities,style
3429,chasingand,0,0,0
5976,chatbox,0,0,0
2897,cheap,8,artstyle,style
5670,cheapc,8,artstyle,style
3103,cheapens,8,artstyle,style
1647,check,0,0,0
4538,checking,0,0,0
6505,cheek,1,face,character
3323,cheerful,8,artstyle,style
4653,cheery,8,artstyle,style
1651,cheesy,8,artstyle,style
1999,chemicals,6,weapon,character
6577,chess,0,0,0
2571,chest,4,body,character
6200,chew,3,pose,character
6178,chewing,3,pose,character
2900,chibi,0,0,0
4004,chick,9,personalities,style
6258,chicks,9,personalities,style
2942,child,9,personalities,style
2543,childhood,11,experience,style
2866,childish,9,personalities,style
4892,childlike,9,personalities,style
2943,children,9,personalities,style
2905,childrens,9,personalities,style
6196,chill,8,artstyle,style
3822,chills,8,artstyle,style
2682,chinese,10,jobdesc,style
